drugname,avg_rating,avg_sentiment,total_reviews,avg_useful_count,top_condition
Sertraline,7.33,73.3,508,48.375984251968504,Depression
Serzone,9.5,95.0,4,47.25,Depression
Sevelamer,8.0,80.0,1,1.0,Hyperphosphatemia of Renal Failure
Sharobel,3.33,33.3,3,10.0,Birth Control
Sildec-PE DM,9.5,95.0,2,7.0,Cough and Nasal Congestion
Sildenafil,8.23,82.3,64,47.3125,Erectile Dysfunction
Silenor,7.13,71.3,30,59.0,Insomnia
Siliq,10.0,100.0,1,31.0,Plaque Psoriasis
Silodosin,6.46,64.6,26,40.73076923076923,Benign Prostatic Hyperplasia
Silvadene,10.0,100.0,1,47.0,"Burns, External"
Silver,9.0,90.0,2,9.5,Dermatological Disorders
Silver nitrate,10.0,100.0,1,2.0,Topical Disinfection
Silver sulfadiazine,9.27,92.7,11,12.636363636363637,"Burns, External"
Simbrinza,10.0,100.0,2,31.0,"Glaucoma, Open Angle"
Simcor,8.5,85.0,4,5.25,High Cholesterol
Simethicone,5.33,53.3,3,28.666666666666668,Gas
Simply Sleep,6.14,61.4,7,15.571428571428571,Insomnia
Simponi,7.19,71.9,16,21.3125,Rheumatoid Arthritis
Simponi Aria,8.0,80.0,1,8.0,Rheumatoid Arthritis
Simvastatin,6.17,61.7,18,25.055555555555557,High Cholesterol
Sine-Off Maximum Strength,10.0,100.0,1,1.0,Sinus Symptoms
Sinemet,6.25,62.5,4,41.25,Restless Legs Syndrome
Sinequan,10.0,100.0,1,55.0,Major Depressive Disorde
Singulair,6.51,65.1,39,40.51282051282051,Allergic Rhinitis
Sipuleucel-T,1.0,10.0,1,0.0,Prostate Cance
Sitagliptin,6.88,68.8,16,40.375,"Diabetes, Type 2"
Sitavig,8.0,80.0,2,10.0,Cold Sores
Skelaxin,8.5,85.0,16,40.3125,Muscle Spasm
Sklice,6.36,63.6,11,9.454545454545455,Head Lice
Skyla,7.21,72.1,252,3.9047619047619047,Birth Control
Sleep Aid,8.0,80.0,2,42.0,Insomnia
Slo-Niacin,9.0,90.0,1,49.0,High Cholesterol
Slow Fe,10.0,100.0,1,91.0,Iron Deficiency Anemia
Sodium biphosphate / sodium phosphate,7.83,78.3,6,12.5,Constipation
Sodium ferric gluconate complex,5.0,50.0,1,3.0,Anemia Associated with Chronic Renal Failure
Sodium hyaluronate,6.93,69.3,45,43.51111111111111,Osteoarthritis
Sodium oxybate,8.94,89.4,18,35.22222222222222,Narcolepsy
Sofosbuvir,8.27,82.7,15,18.6,Hepatitis C
Sofosbuvir / velpatasvir,8.31,83.1,16,16.125,Hepatitis C
Solaraze,3.0,30.0,1,8.0,Keratosis
Solarcaine Burn Relief,10.0,100.0,2,2.0,Local Anesthesia
Solifenacin,5.79,57.9,28,45.714285714285715,Overactive Bladde
Solodyn,6.58,65.8,24,19.208333333333332,Acne
Solu-Medrol,8.33,83.3,3,13.333333333333334,Inflammatory Conditions
Soma,9.58,95.8,24,66.83333333333333,Muscle Spasm
Soma Compound,9.0,90.0,2,12.0,Muscle Spasm
Soma Compound with Codeine,10.0,100.0,1,24.0,Muscle Spasm
Somatropin,6.33,63.3,3,17.666666666666668,Pediatric Growth Hormone Deficiency
Sominex,5.0,50.0,2,40.0,Insomnia
Somnote,8.33,83.3,3,13.666666666666666,Insomnia
Sonata,3.17,31.7,12,34.833333333333336,Insomnia
Soolantra,7.45,74.5,22,13.227272727272727,Rosacea
Sorafenib,7.0,70.0,2,30.0,Thyroid Cance
Sorbitol,9.0,90.0,1,4.0,Constipation
Sotalol,2.75,27.5,4,19.75,Atrial Fibrillation
Sotalol Hydrochloride AF,2.5,25.0,2,69.0,Atrial Fibrillation
Sotret,6.0,60.0,1,9.0,Acne
Sovaldi,8.62,86.2,8,11.625,Hepatitis C
Spectracef,5.0,50.0,2,3.5,Tonsillitis/Pharyngitis
Spinosad,5.0,50.0,2,33.0,Head Lice
Spiriva,6.95,69.5,20,57.45,"COPD, Maintenance"
Spiriva Respimat,9.0,90.0,1,12.0,"COPD, Maintenance"
Spironolactone,8.3,83.0,76,35.026315789473685,Acne
Sporanox,10.0,100.0,3,31.666666666666668,Vaginal Yeast Infection
Sprintec,5.69,56.9,197,10.842639593908629,Birth Control
Sprix,7.0,70.0,3,12.0,Pain
Sprycel,7.0,70.0,4,17.25,Chronic Myelogenous Leukemia
Sronyx,5.9,59.0,30,6.0,Birth Control
St. john's wort,8.11,81.1,9,62.666666666666664,Depression
Stadol,7.5,75.0,10,13.1,Pain
Stalevo,9.0,90.0,2,14.0,Parkinson's Disease
Staxyn,9.25,92.5,4,91.25,Erectile Dysfunction
Stelara,7.97,79.7,29,34.724137931034484,Psoriasis
Stelazine,8.0,80.0,1,7.0,Anxiety
Stendra,6.6,66.0,10,39.9,Erectile Dysfunction
Sterapred,9.0,90.0,1,6.0,"Conjunctivitis, Allergic"
Sterapred DS,10.0,100.0,1,21.0,ibromyalgia
Stimate,10.0,100.0,1,1.0,1</span> users found this comment helpful.
Stiolto Respimat,8.25,82.5,4,39.0,COPD
Strattera,5.32,53.2,82,37.792682926829265,ADHD
Stribild,9.44,94.4,16,12.125,HIV Infection
Striverdi Respimat,1.0,10.0,1,4.0,COPD
Stromectol,8.0,80.0,1,80.0,Head Lice
Sublimaze,10.0,100.0,1,12.0,Pain
Suboxone,9.08,90.8,120,26.883333333333333,Opiate Dependence
Subsys,8.29,82.9,7,22.0,Breakthrough Pain
Subutex,9.29,92.9,21,49.80952380952381,Opiate Dependence
Succinylcholine,1.0,10.0,1,5.0,Anesthesia
Sucralfate,7.3,73.0,10,24.6,Stomach Ulce
Sucroferric oxyhydroxide,2.0,20.0,1,0.0,Hyperphosphatemia of Renal Failure
Sudafed PE Congestion,10.0,100.0,1,3.0,Nasal Congestion
Sulfacetamide sodium,7.67,76.7,3,0.6666666666666666,Conjunctivitis
Sulfacetamide sodium / sulfur,9.78,97.8,9,17.77777777777778,Acne
Sulfamethoxazole / trimethoprim,5.73,57.3,177,21.29943502824859,Urinary Tract Infection
Sulfasalazine,6.0,60.0,12,27.5,Ulcerative Colitis
Sulfazine,6.0,60.0,3,60.666666666666664,Ulcerative Colitis
Sulindac,6.33,63.3,3,17.0,Osteoarthritis
Sumatriptan,8.12,81.2,74,6.851351351351352,Migraine
Sumavel DosePro,8.91,89.1,11,10.0,Migraine
Sunitinib,6.57,65.7,7,34.714285714285715,Renal Cell Carcinoma
Supartz,4.25,42.5,4,25.25,Osteoarthritis
Supprelin LA,2.0,20.0,1,7.0,Precocious Puberty
Suprax,3.0,30.0,2,4.5,Bladder Infection
Suprenza,10.0,100.0,1,66.0,Weight Loss
Suprep Bowel Prep Kit,7.56,75.6,209,15.263157894736842,Bowel Preparation
Sustiva,5.0,50.0,2,2.0,HIV Infection
Sutent,9.33,93.3,3,77.66666666666667,Renal Cell Carcinoma
Suvorexant,3.49,34.9,72,24.583333333333332,Insomnia
Symax Duotab,10.0,100.0,1,14.0,Irritable Bowel Syndrome
Symbicort,7.19,71.9,21,35.476190476190474,"Asthma, Maintenance"
Symbyax,8.62,86.2,8,26.25,Bipolar Disorde
Symlin,10.0,100.0,1,8.0,"Diabetes, Type 1"
Synalar Ointment,7.0,70.0,1,2.0,Dermatitis
Synarel,10.0,100.0,1,7.0,Endometriosis
Synjardy,10.0,100.0,2,10.5,"Diabetes, Type 2"
Synthroid,5.36,53.6,25,57.04,Underactive Thyroid
Synvisc,8.0,80.0,12,35.25,Osteoarthritis
Synvisc-One,4.79,47.9,19,33.473684210526315,Osteoarthritis
Systane,2.0,20.0,3,25.333333333333332,Eye Redness
Systane Ultra,9.0,90.0,1,9.0,Eye Redness
Taclonex,6.43,64.3,7,12.0,Psoriasis
Taclonex Scalp,8.0,80.0,2,0.5,Plaque Psoriasis
Tacrolimus,7.22,72.2,18,17.166666666666668,Atopic Dermatitis
Tadalafil,8.77,87.7,103,58.79611650485437,Erectile Dysfunction
Take Action,9.33,93.3,3,1.3333333333333333,Emergency Contraception
Taltz,8.5,85.0,6,13.666666666666666,Plaque Psoriasis
Talwin Nx,4.5,45.0,2,14.5,Pain
Tambocor,7.67,76.7,3,47.666666666666664,Atrial Fibrillation
Tamiflu,6.41,64.1,56,10.053571428571429,Influenza
Tamoxifen,7.31,73.1,16,53.0625,Breast Cance
Tamsulosin,6.53,65.3,62,54.54838709677419,Benign Prostatic Hyperplasia
Tanzeum,3.8,38.0,5,2.0,"Diabetes, Type 2"
Tapentadol,7.06,70.6,72,41.90277777777778,Pain
Tarceva,9.11,91.1,9,85.22222222222223,Non-Small Cell Lung Cance
Targretin,10.0,100.0,1,12.0,Cutaneous T-cell Lymphoma
Tarina Fe 1 / 20,5.2,52.0,5,1.0,Birth Control
Tarka,9.0,90.0,3,6.0,High Blood Pressure
Tasigna,5.0,50.0,3,12.333333333333334,Chronic Myelogenous Leukemia
Tasimelteon,10.0,100.0,1,8.0,Insomnia
Tavaborole,3.3,33.0,10,12.4,"Onychomycosis, Toenail"
Taxol,10.0,100.0,1,43.0,"Breast Cancer, Metastatic"
Taxotere,1.5,15.0,2,4.5,Breast Cance
Taytulla,3.47,34.7,17,3.0,Birth Control
Tazarotene,10.0,100.0,3,6.0,Acne
Tazorac,10.0,100.0,3,35.666666666666664,Acne
Tears Again,8.5,85.0,2,3.0,Eye Redness
Tecfidera,5.0,50.0,5,31.6,Multiple Sclerosis
Tegaserod,9.67,96.7,6,16.5,Irritable Bowel Syndrome
Tegretol,6.32,63.2,25,29.52,Bipolar Disorde
Tegretol XR,8.5,85.0,6,25.5,Trigeminal Neuralgia
Tekturna,7.75,77.5,4,21.25,High Blood Pressure
Tekturna HCT,6.0,60.0,1,9.0,High Blood Pressure
Telaprevir,6.0,60.0,1,2.0,Hepatitis C
Telmisartan,6.12,61.3,8,66.75,High Blood Pressure
Temazepam,7.0,70.0,50,35.12,Insomnia
Temodar,1.0,10.0,1,1.0,Anaplastic Astrocytoma
Temovate,10.0,100.0,2,14.0,Psoriasis
Tenex,10.0,100.0,2,17.5,High Blood Pressure
Tenofovir,8.4,84.0,5,11.8,Hepatitis B
Tenormin,6.57,65.7,7,58.714285714285715,High Blood Pressure
Tenuate,9.21,92.1,14,52.0,Obesity
Tenuate Dospan,9.0,90.0,2,47.5,Obesity
Terazol 3,10.0,100.0,1,2.0,Vaginal Yeast Infection
Terazosin,7.29,72.9,7,29.714285714285715,Benign Prostatic Hyperplasia
Terbinafine,7.5,75.0,52,28.98076923076923,"Onychomycosis, Toenail"
Terbutaline,4.0,40.0,2,0.0,Premature Lab
Terconazole,6.58,65.8,19,16.842105263157894,Vaginal Yeast Infection
Teriflunomide,5.25,52.5,4,35.75,Multiple Sclerosis
Teriparatide,6.93,69.3,14,72.78571428571429,Osteoporosis
Tesamorelin,4.5,45.0,2,15.5,Lipodystrophy
Tessalon,8.0,80.0,4,29.75,Cough
Tessalon Perles,5.7,57.0,10,29.7,Cough
Testim,6.41,64.1,22,21.954545454545453,"Hypogonadism, Male"
Testopel,6.67,66.7,3,22.0,"Hypogonadism, Male"
Testosterone,7.25,72.5,113,28.690265486725664,"Hypogonadism, Male"
Tetracycline,5.33,53.3,3,7.333333333333333,Acne
Tetrahydrozoline / zinc sulfate,1.0,10.0,2,8.0,Eye Redness/Itching
Tev-Tropin,9.0,90.0,1,13.0,Pediatric Growth Hormone Deficiency
Theophylline,1.0,10.0,1,2.0,"Asthma, acute"
TheraTears,10.0,100.0,1,13.0,Eye Redness
Thioridazine,8.0,80.0,1,1.0,Schizophrenia
Thiothixene,9.33,93.3,3,18.666666666666668,Psychosis
Thorazine,9.75,97.5,4,19.0,Hiccups
Thyroid desiccated,7.96,79.6,49,101.73469387755102,Underactive Thyroid
Tiagabine,9.0,90.0,1,11.0,Seizures
Ticagrelor,5.5,55.0,4,20.0,Acute Coronary Syndrome
Tigan,1.0,10.0,1,7.0,Nausea/Vomiting
Tikosyn,7.17,71.7,12,54.833333333333336,Arrhythmia
Tilmanocept,10.0,100.0,1,85.0,Diagnosis and Investigation
Timolol,7.0,70.0,2,23.5,Intraocular Hypertension
Tindamax,6.25,62.5,4,16.25,Bacterial Vaginitis
Tinidazole,7.83,78.3,12,10.166666666666666,Bacterial Vaginitis
Tinzaparin,10.0,100.0,1,9.0,Deep Vein Thrombosis
Tioconazole,4.59,45.9,275,5.014545454545455,Vaginal Yeast Infection
Tiotropium,7.06,70.6,17,52.411764705882355,"COPD, Maintenance"
Tirosint,7.36,73.6,11,40.09090909090909,Hashimoto's disease
Tivicay,8.83,88.3,6,2.5,HIV Infection
Tizanidine,6.55,65.5,49,52.673469387755105,Muscle Spasm
TobraDex,7.5,75.0,2,25.5,"Conjunctivitis, Bacterial"
Tobramycin,10.0,100.0,2,9.5,"Conjunctivitis, Bacterial"
Tocilizumab,8.0,80.0,4,11.0,Juvenile Idiopathic Arthritis
Tofacitinib,7.0,70.0,12,43.5,Rheumatoid Arthritis
Tofranil,5.6,56.0,5,66.6,Depression
Tolak,3.0,30.0,1,7.0,Actinic Keratosis
Tolectin DS,9.0,90.0,1,0.0,Rheumatoid Arthritis
Tolnaftate,8.0,80.0,1,27.0,Tinea Versicol
Tolterodine,5.23,52.3,13,19.076923076923077,Overactive Bladde
Topamax,6.81,68.1,108,51.824074074074076,Migraine Prevention
Topicort,10.0,100.0,1,36.0,Psoriasis
Topiramate,6.77,67.7,183,37.486338797814206,Migraine Prevention
Toprol-XL,6.8,68.0,5,32.4,High Blood Pressure
Toradol,7.09,70.9,32,16.5625,Pain
Toradol IV / IM,9.0,90.0,1,3.0,Pain
Torsemide,1.0,10.0,1,5.0,Edema
Toujeo,4.5,45.0,2,7.5,"Diabetes, Type 2"
Toujeo Solostar,5.0,50.0,1,10.0,"Diabetes, Type 2"
Toviaz,6.1,61.0,10,37.5,Overactive Bladde
Tradjenta,3.0,30.0,5,36.2,"Diabetes, Type 2"
Tramadol,7.06,70.6,318,38.56603773584906,Pain
Tranexamic acid,7.22,72.2,23,34.95652173913044,Menstrual Disorders
Transderm-Scop,8.2,82.0,20,12.8,Motion Sickness
Tranxene,9.75,97.5,4,69.0,Anxiety
Tranxene SD,10.0,100.0,1,49.0,Anxiety
Tranylcypromine,8.5,85.0,16,31.5625,Depression
Travatan,10.0,100.0,2,31.5,"Glaucoma, Open Angle"
Travatan Z,10.0,100.0,1,23.0,Intraocular Hypertension
Travoprost,10.0,100.0,2,34.0,Intraocular Hypertension
Trazodone,6.57,65.7,211,48.34123222748815,Insomnia
Trelstar,1.0,10.0,1,7.0,Prostate Cance
Trental,8.0,80.0,1,21.0,Intermittent Claudication
Treprostinil,8.0,80.0,5,7.2,Pulmonary Hypertension
Tresiba,5.43,54.3,14,12.5,"Diabetes, Type 1"
Tretin-X,1.0,10.0,1,3.0,Acne
Tretinoin,8.0,80.0,83,26.156626506024097,Acne
Treximet,9.04,90.4,26,7.5,Migraine
Trezix,10.0,100.0,1,3.0,Pain
Tri-Estarylla,3.0,30.0,2,0.5,Birth Control
Tri-Linyah,5.0,50.0,6,3.8333333333333335,Birth Control
Tri-Lo-Estarylla,1.33,13.3,3,1.3333333333333333,Birth Control
Tri-Lo-Marzia,2.0,20.0,2,0.5,Birth Control
Tri-Lo-Sprintec,4.65,46.5,20,3.8,Birth Control
Tri-Luma,8.81,88.1,16,37.4375,Melasma
Tri-Previfem,5.06,50.6,33,6.848484848484849,Birth Control
Tri-Sprintec,6.05,60.5,109,7.412844036697248,Birth Control
TriCor,7.25,72.5,4,75.0,Hypertriglyceridemia
TriLyte,4.0,40.0,1,34.0,Bowel Preparation
TriNessa,6.12,61.2,93,7.064516129032258,Birth Control
TriNessa Lo,5.5,55.0,2,2.0,Birth Control
Triamcinolone,7.03,70.3,31,10.935483870967742,Allergic Rhinitis
Triamterene,8.0,80.0,1,3.0,Edema
Triazolam,8.5,85.0,10,17.8,Insomnia
Tribenzor,9.0,90.0,1,28.0,High Blood Pressure
Trifluoperazine,7.5,75.0,4,17.25,Schizophrenia
Trihexyphenidyl,6.83,68.3,6,5.166666666666667,Parkinson's Disease
Trilafon,7.0,70.0,2,14.5,Bipolar Disorde
Trileptal,7.17,71.7,12,50.5,Bipolar Disorde
Trilipix,6.4,64.0,5,30.0,Hypertriglyceridemia
Trilisate,7.0,70.0,1,2.0,Pain
Trimethobenzamide,9.33,93.3,3,7.0,Nausea/Vomiting
Trimethoprim,4.5,45.0,6,11.833333333333334,Urinary Tract Infection
Trimipramine,9.0,90.0,1,2.0,Depression
Trintellix,6.51,65.1,90,43.46666666666667,Depression
Triple Antibiotic,7.0,70.0,1,11.0,11</span> users found this comment helpful.
Triptorelin,3.0,30.0,2,8.0,Prostate Cance
Triumeq,8.8,88.0,15,14.733333333333333,HIV Infection
Trivora,8.33,83.3,3,3.3333333333333335,Birth Control
Trolamine salicylate,9.33,93.3,3,21.333333333333332,Tendonitis
Tropicamide,1.0,10.0,1,2.0,Pupillary Dilation
Trospium,8.75,87.5,8,36.375,Urinary Incontinence
Trulance,6.64,66.4,14,25.285714285714285,Chronic Idiopathic Constipation
Trulicity,6.49,64.9,68,20.91176470588235,"Diabetes, Type 2"
Trusopt,10.0,100.0,1,9.0,"Glaucoma, Open Angle"
Truvada,9.67,96.7,3,5.666666666666667,HIV Infection
Tryptophan,9.0,90.0,1,5.0,Depression
Tudorza Pressair,9.67,96.7,3,26.333333333333332,COPD
Tums Regular Strength,8.0,80.0,3,10.666666666666666,Indigestion
TussiCaps,10.0,100.0,2,16.5,Cough
Tussionex Pennkinetic,9.54,95.4,24,13.166666666666666,Cough
Tykerb,10.0,100.0,1,28.0,"Breast Cancer, Metastatic"
Tylenol,7.75,77.5,4,27.25,Pain
Tylenol 8 Hour,10.0,100.0,1,4.0,Pain
Tylenol Allergy Multi-Symptom Nighttime,10.0,100.0,1,0.0,Cold Symptoms
Tylenol Cold,2.0,20.0,1,5.0,Cold Symptoms
Tylenol PM,5.75,57.5,4,34.25,Insomnia
Tylenol with Codeine #3,4.48,44.8,29,20.79310344827586,Pain
Tylenol with Codeine #4,6.67,66.7,3,38.333333333333336,Pain
Tylox,8.6,86.0,5,14.0,Pain
Tysabri,8.29,82.9,21,58.38095238095238,Multiple Sclerosis
Tyvaso,9.0,90.0,1,7.0,Pulmonary Hypertension
Ubiquinone,10.0,100.0,1,46.0,Dietary Supplementation
Uceris,4.5,45.0,2,35.0,Ulcerative Colitis
Ulipristal,7.85,78.5,20,9.9,Emergency Contraception
Uloric,6.8,68.0,5,35.4,Gout
Ultracet,7.25,72.5,4,49.0,Pain
Ultram,6.84,68.4,57,46.526315789473685,Pain
Ultram ER,7.64,76.4,11,30.0,Pain
Ultram ODT,10.0,100.0,1,77.0,Chronic Pain
Umeclidinium,9.5,95.0,2,0.5,"COPD, Maintenance"
Umeclidinium / vilanterol,9.25,92.5,4,28.5,COPD
Unasyn,7.0,70.0,1,7.0,Urinary Tract Infection
Undecylenic acid,5.67,56.7,3,9.666666666666666,Tinea Pedis
Unisom SleepGels,1.0,10.0,1,4.0,Insomnia
Unisom SleepTabs,4.5,45.0,10,23.8,Insomnia
Univasc,8.0,80.0,1,2.0,High Blood Pressure
Uptravi,3.5,35.0,2,7.0,Pulmonary Hypertension
Urea,9.6,96.0,5,20.2,Dry Skin
Uribel,6.5,65.0,2,61.0,Urinary Tract Infection
Uricalm,8.2,82.0,5,22.2,Dysuria
Urispas,10.0,100.0,1,4.0,Dysuria
Uristat,10.0,100.0,2,31.0,Interstitial Cystitis
Uroxatral,6.0,60.0,1,120.0,Benign Prostatic Hyperplasia
Urso,10.0,100.0,1,38.0,Biliary Cirrhosis
Ursodiol,7.67,76.7,6,30.833333333333332,Biliary Cirrhosis
Ustekinumab,8.74,87.4,27,29.814814814814813,Psoriasis
VESIcare,6.04,60.4,27,60.925925925925924,Overactive Bladde
Vagifem,4.5,45.0,4,55.0,Atrophic Vaginitis
Vagistat-1,3.33,33.3,3,7.666666666666667,Vaginal Yeast Infection
Valacyclovir,8.78,87.8,60,31.066666666666666,Cold Sores
Valerian,1.0,10.0,1,0.0,Insomnia
Valium,8.95,89.5,42,68.5,Anxiety
Valproic acid,5.58,55.8,12,12.75,Bipolar Disorde
Valsartan,6.0,60.0,14,52.57142857142857,High Blood Pressure
Valtrex,9.49,94.9,49,30.408163265306122,Cold Sores
Valturna,1.0,10.0,1,19.0,High Blood Pressure
Vancomycin,8.0,80.0,6,20.166666666666668,Bacterial Infection
Vandazole,9.0,90.0,1,25.0,Bacterial Vaginitis
Vaniqa,7.85,78.5,20,51.75,Hirsutism
Vanoxide-HC,10.0,100.0,1,0.0,Acne
Vanspar,2.0,20.0,1,21.0,Anxiety
Vantin,8.0,80.0,1,12.0,Pneumonia
Vardenafil,8.46,84.6,35,57.65714285714286,Erectile Dysfunction
Varenicline,8.71,87.1,296,20.0472972972973,Smoking Cessation
Vascepa,9.5,95.0,6,23.333333333333332,Hypertriglyceridemia
Vasotec,9.0,90.0,1,7.0,Left Ventricular Dysfunction
Vectibix,1.0,10.0,1,8.0,Colorectal Cance
Vectical,5.0,50.0,1,5.0,Psoriasis
Vedolizumab,5.5,55.0,4,16.75,Ulcerative Colitis
Velivet,5.62,56.2,8,4.125,Birth Control
Veltin,6.57,65.7,7,12.428571428571429,Acne
Venlafaxine,6.99,69.9,322,34.77639751552795,Depression
Venofer,10.0,100.0,1,34.0,Iron Deficiency Anemia
Ventolin,6.5,65.0,2,5.5,"Asthma, Maintenance"
Ventolin HFA,7.8,78.0,5,22.2,"Asthma, acute"
Veramyst,8.75,87.5,4,21.75,Rhinitis
Verapamil,7.89,78.9,27,32.074074074074076,Migraine Prevention
Versed,5.43,54.3,7,12.0,Light Anesthesia
Vestura,4.0,40.0,1,0.0,Menstrual Disorders
Viagra,8.49,84.9,45,51.75555555555555,Erectile Dysfunction
Viberzi,6.56,65.6,34,19.970588235294116,Irritable Bowel Syndrome
Vibramycin,5.33,53.3,3,54.666666666666664,Bronchitis
Vicks Sinex 12-Hour Decongestant Nasal Spray,10.0,100.0,1,2.0,Nasal Congestion
Vicks Sinex Nasal Spray (old formulation),9.0,90.0,2,11.5,Nasal Congestion
Vicodin,8.66,86.6,29,33.10344827586207,Pain
Vicodin ES,7.75,77.5,4,30.0,Back Pain
Vicodin HP,6.0,60.0,1,10.0,Pain
Vicoprofen,9.11,91.1,9,26.88888888888889,Pain
Victoza,7.69,76.9,122,32.040983606557376,"Diabetes, Type 2"
Vidaza,3.5,35.0,2,12.5,Myelodysplastic Syndrome
Vienva,2.0,20.0,1,0.0,Birth Control
Vigamox,10.0,100.0,2,34.0,"Conjunctivitis, Bacterial"
Viibryd,6.1,61.0,137,41.66423357664234,Depression
Vilazodone,6.96,69.6,128,50.0,Depression
Vimovo,9.6,96.0,5,25.6,Rheumatoid Arthritis
Vimpat,6.96,69.6,26,34.34615384615385,Seizures
Viorele,3.88,38.8,8,4.5,Birth Control
Viread,9.0,90.0,2,47.0,Hepatitis B
VisRx Dose Pack,9.0,90.0,1,0.0,Sinus Symptoms
Visine Totality Multi-Symptom Relief,1.5,15.0,2,8.5,Eye Redness/Itching
Visine-A,9.0,90.0,1,4.0,Eye Redness/Itching
Vistaril,6.35,63.5,34,69.1470588235294,Anxiety
Vitafol Ultra,10.0,100.0,1,1.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation
Vitamin B12,10.0,100.0,3,27.0,Vitamin B12 Deficiency
Vitamin B2,9.0,90.0,1,22.0,Migraine Prevention
Vitamin D2,10.0,100.0,2,142.5,Vitamin D Deficiency
Vitamin D3,1.0,10.0,1,36.0,Vitamin D Deficiency
Vivarin,9.0,90.0,3,11.0,25</span> users found this comment helpful.
Vivelle-Dot,7.33,73.3,6,43.166666666666664,Postmenopausal Symptoms
Vivitrol,8.23,82.3,30,58.46666666666667,Opiate Dependence
Voltaren,8.58,85.8,24,52.416666666666664,Osteoarthritis
Voltaren Gel,7.88,78.8,33,41.878787878787875,Pain
Voltaren-XR,10.0,100.0,1,32.0,Sciatica
Volumen,4.0,40.0,1,7.0,Computed Tomography
Vortioxetine,6.29,62.9,175,37.55428571428571,Depression
Vosol HC,8.0,80.0,1,14.0,Otitis Externa
Vospire ER,9.0,90.0,1,19.0,"Asthma, acute"
Votrient,8.38,83.8,13,49.07692307692308,Renal Cell Carcinoma
Vraylar,6.78,67.8,23,18.82608695652174,Bipolar Disorde
Vytorin,9.33,93.3,3,18.333333333333332,High Cholesterol
Vyvanse,7.62,76.2,167,31.461077844311376,ADHD
WP Thyroid,10.0,100.0,1,3.0,Underactive Thyroid
Warfarin,8.56,85.6,9,31.333333333333332,"Pulmonary Embolism, First Event"
Wart Remover,6.0,60.0,1,2.0,Warts
Welchol,8.45,84.5,11,51.0,"Diarrhea, Chronic"
Wellbutrin,7.12,71.2,116,83.20689655172414,Depression
Wellbutrin SR,6.62,66.2,24,50.416666666666664,Depression
Wellbutrin XL,7.45,74.5,58,58.55172413793103,Depression
Westhroid,9.5,95.0,2,47.5,Hashimoto's disease
X-Viate,10.0,100.0,1,13.0,Dermatological Disorders
Xalatan,9.33,93.3,3,45.333333333333336,Intraocular Hypertension
Xalkori,10.0,100.0,1,0.0,Non-Small Cell Lung Cance
Xanax,8.97,89.7,149,53.84563758389262,Anxiety
Xanax XR,8.55,85.5,11,48.63636363636363,Anxiety
Xarelto,6.64,66.4,25,32.52,Deep Vein Thrombosis
Xeljanz,7.0,70.0,6,37.833333333333336,Rheumatoid Arthritis
Xeljanz XR,4.0,40.0,1,0.0,Rheumatoid Arthritis
Xeloda,9.5,95.0,2,9.5,Stomach Cance
Xenaderm,10.0,100.0,1,5.0,Dermatologic Lesion
Xenical,8.29,82.9,7,85.42857142857143,Obesity
Xeomin,5.0,50.0,1,1.0,Cervical Dystonia
Xerac AC,10.0,100.0,2,7.5,Hyperhidrosis
Xgeva,10.0,100.0,1,7.0,Giant Cell Tumor of Bone
Xifaxan,7.42,74.2,12,54.833333333333336,Irritable Bowel Syndrome
Xiidra,5.25,52.5,24,15.916666666666666,Dry Eye Disease
Xolair,8.07,80.7,14,22.428571428571427,"Asthma, Maintenance"
Xolegel,10.0,100.0,3,19.0,Seborrheic Dermatitis
Xopenex,9.5,95.0,2,4.0,Asthma
Xopenex HFA,10.0,100.0,1,17.0,"Asthma, acute"
Xtampza ER,5.6,56.0,5,16.0,Chronic Pain
Xulane,6.02,60.2,46,4.021739130434782,Birth Control
Xylocaine Jelly,10.0,100.0,1,16.0,Pain
Xylometazoline,6.4,64.0,5,11.0,Nasal Congestion
Xyrem,8.46,84.6,13,32.0,Narcolepsy
Xyzal,6.78,67.8,36,19.944444444444443,Allergies
Yasmin,6.38,63.8,61,13.59016393442623,Birth Control
Yaz,6.77,67.7,138,12.26086956521739,Birth Control
Yellow fever vaccine,5.0,50.0,1,2.0,Yellow Fever Prophylaxis
Yohimbine,6.5,65.0,4,16.5,"Sexual Dysfunction, SSRI Induced"
Yuvafem,4.5,45.0,10,13.8,Atrophic Vaginitis
Zaditor,9.0,90.0,1,46.0,"Conjunctivitis, Allergic"
Zafirlukast,10.0,100.0,1,11.0,"Asthma, Maintenance"
Zaleplon,6.85,68.5,20,33.2,Insomnia
Zanaflex,8.82,88.2,17,83.23529411764706,Muscle Spasm
Zanamivir,9.0,90.0,1,2.0,Influenza
Zantac,9.33,93.3,3,49.666666666666664,Erosive Esophagitis
Zantac 150,6.0,60.0,7,44.57142857142857,GERD
Zantryl,10.0,100.0,1,42.0,Obesity
Zarah,5.3,53.0,10,3.7,Birth Control
Zarontin,8.0,80.0,1,3.0,Seizures
Zaroxolyn,9.5,95.0,2,39.0,Edema
Zeasorb-AF,10.0,100.0,1,21.0,Tinea Corporis
Zebeta,3.0,30.0,1,66.0,Supraventricular Tachycardia
